"","brand","emotion","age","n"
"3305","skittles","joy",5,1
"3306","skittles","joy",7,1
"3307","skittles","joy",66,1
"3308","skittles","joy",69,1
"3309","skittles","joy",71,1
"3310","skittles","joy",77,1
"3311","skittles","joy",85,1
"3312","skittles","joy",97,1
"3313","skittles","joy",99,1
"3314","skittles","neutral",15,1
"3315","skittles","neutral",61,1
"3316","skittles","neutral",63,1
"3317","skittles","neutral",69,1
"3318","skittles","neutral",72,1
"3319","skittles","neutral",75,1
"3320","skittles","neutral",99,1
"3321","snickers","joy",35,204
"3322","snickers","joy",30,191
"3323","snickers","joy",32,189
"3324","snickers","joy",33,186
"3325","snickers","joy",31,185
"3326","snickers","joy",34,182
"3327","snickers","joy",45,165
"3328","snickers","joy",29,154
"3329","snickers","joy",27,152
"3330","snickers","joy",38,145
"3331","snickers","joy",37,144
"3332","snickers","joy",36,141
"3333","snickers","joy",28,140
"3334","snickers","joy",26,134
"3335","snickers","joy",40,130
"3336","snickers","joy",39,110
"3337","snickers","joy",42,108
"3338","snickers","joy",44,108
"3339","snickers","joy",43,107
"3340","snickers","joy",41,104
"3341","snickers","joy",46,103
"3342","snickers","joy",25,94
"3343","snickers","joy",24,92
"3344","snickers","joy",50,82
"3345","snickers","joy",47,69
"3346","snickers","joy",23,65
"3347","snickers","joy",52,60
"3348","snickers","joy",49,58
"3349","snickers","joy",48,57
"3350","snickers","joy",22,56
"3351","snickers","joy",51,56
"3352","snickers","joy",21,49
"3353","snickers","joy",53,48
"3354","snickers","joy",58,43
"3355","snickers","joy",55,42
"3356","snickers","joy",54,40
"3357","snickers","joy",57,39
"3358","snickers","despair",30,35
"3359","snickers","joy",19,33
"3360","snickers","joy",20,30
"3361","snickers","joy",56,29
"3362","snickers","despair",32,27
"3363","snickers","joy",18,26
"3364","snickers","despair",31,25
"3365","snickers","joy",17,24
"3366","snickers","despair",33,23
"3367","snickers","despair",35,23
"3368","snickers","joy",60,22
"3369","snickers","joy",59,21
"3370","snickers","despair",45,20
"3371","snickers","despair",46,20
"3372","snickers","joy",62,20
"3373","snickers","despair",26,19
"3374","snickers","despair",27,19
"3375","snickers","despair",28,19
"3376","snickers","despair",34,19
"3377","snickers","despair",40,18
"3378","snickers","despair",22,17
"3379","snickers","despair",24,17
"3380","snickers","despair",29,17
"3381","snickers","despair",36,17
"3382","snickers","despair",44,17
"3383","snickers","joy",13,17
"3384","snickers","joy",61,17
"3385","snickers","despair",25,15
"3386","snickers","despair",42,15
"3387","snickers","despair",48,15
"3388","snickers","joy",67,15
"3389","snickers","despair",47,14
"3390","snickers","neutral",35,14
"3391","snickers","despair",50,13
"3392","snickers","joy",16,13
"3393","snickers","joy",65,13
"3394","snickers","neutral",30,13
"3395","snickers","neutral",34,13
"3396","snickers","neutral",40,13
"3397","snickers","despair",52,12
"3398","snickers","despair",20,11
"3399","snickers","despair",23,11
"3400","snickers","joy",12,11
"3401","snickers","neutral",39,11
"3402","snickers","despair",21,10
"3403","snickers","despair",37,10
"3404","snickers","despair",43,10
"3405","snickers","despair",54,10
"3406","snickers","joy",14,10
"3407","snickers","joy",63,10
"3408","snickers","neutral",29,10
"3409","snickers","despair",38,9
"3410","snickers","despair",41,9
"3411","snickers","joy",15,9
"3412","snickers","joy",66,9
"3413","snickers","neutral",25,9
"3414","snickers","neutral",36,9
"3415","snickers","neutral",42,9
"3416","snickers","neutral",44,9
"3417","snickers","despair",18,8
"3418","snickers","despair",39,8
"3419","snickers","despair",49,8
"3420","snickers","despair",51,8
"3421","snickers","joy",9,8
"3422","snickers","joy",64,8
"3423","snickers","joy",70,8
"3424","snickers","neutral",24,8
"3425","snickers","neutral",27,8
"3426","snickers","neutral",31,8
"3427","snickers","neutral",32,8
"3428","snickers","neutral",33,8
"3429","snickers","neutral",43,8
"3430","snickers","despair",19,7
"3431","snickers","joy",69,7
"3432","snickers","neutral",28,7
"3433","snickers","despair",16,6
"3434","snickers","joy",11,6
"3435","snickers","neutral",20,6
"3436","snickers","neutral",37,6
"3437","snickers","despair",55,5
"3438","snickers","despair",56,5
"3439","snickers","despair",58,5
"3440","snickers","joy",68,5
"3441","snickers","neutral",18,5
"3442","snickers","neutral",45,5
"3443","snickers","neutral",47,5
"3444","snickers","neutral",64,5
"3445","snickers","despair",13,4
"3446","snickers","despair",53,4
"3447","snickers","despair",59,4
"3448","snickers","despair",64,4
"3449","snickers","joy",6,4
"3450","snickers","joy",10,4
"3451","snickers","joy",71,4
"3452","snickers","neutral",13,4
"3453","snickers","neutral",38,4
"3454","snickers","neutral",54,4
"3455","snickers","neutral",55,4
"3456","snickers","despair",17,3
"3457","snickers","despair",57,3
"3458","snickers","despair",60,3
"3459","snickers","despair",62,3
"3460","snickers","despair",63,3
"3461","snickers","joy",72,3
"3462","snickers","joy",75,3
"3463","snickers","neutral",14,3
"3464","snickers","neutral",21,3
"3465","snickers","neutral",41,3
"3466","snickers","neutral",46,3
"3467","snickers","neutral",53,3
"3468","snickers","neutral",56,3
"3469","snickers","neutral",58,3
"3470","snickers","neutral",67,3
"3471","snickers","despair",14,2
"3472","snickers","despair",65,2
"3473","snickers","despair",66,2
"3474","snickers","despair",69,2
"3475","snickers","despair",74,2
"3476","snickers","joy",8,2
"3477","snickers","neutral",16,2
"3478","snickers","neutral",19,2
"3479","snickers","neutral",26,2
"3480","snickers","neutral",48,2
"3481","snickers","neutral",49,2
"3482","snickers","neutral",50,2
"3483","snickers","neutral",51,2
"3484","snickers","neutral",52,2
"3485","snickers","neutral",57,2
"3486","snickers","neutral",59,2
"3487","snickers","neutral",66,2
"3488","snickers","despair",8,1
"3489","snickers","despair",9,1
"3490","snickers","despair",10,1
"3491","snickers","despair",11,1
"3492","snickers","despair",12,1
"3493","snickers","despair",15,1
"3494","snickers","despair",67,1
"3495","snickers","despair",70,1
"3496","snickers","despair",72,1
"3497","snickers","despair",97,1
"3498","snickers","joy",5,1
"3499","snickers","joy",7,1
"3500","snickers","joy",74,1
"3501","snickers","joy",77,1
"3502","snickers","joy",85,1
"3503","snickers","joy",99,1
"3504","snickers","neutral",7,1
"3505","snickers","neutral",8,1
"3506","snickers","neutral",11,1
"3507","snickers","neutral",22,1
"3508","snickers","neutral",23,1
"3509","snickers","neutral",60,1
"3510","snickers","neutral",61,1
"3511","snickers","neutral",62,1
"3512","snickers","neutral",65,1
"3513","snickers","neutral",70,1
"3514","snickers","neutral",71,1
"3515","snickers","neutral",72,1
"3516","snickers","neutral",99,1
"3517","starburst","joy",32,183
"3518","starburst","joy",30,175
"3519","starburst","joy",31,164
"3520","starburst","joy",33,161
"3521","starburst","joy",35,156
"3522","starburst","joy",34,150
"3523","starburst","joy",29,140
"3524","starburst","joy",27,139
"3525","starburst","joy",28,127
"3526","starburst","joy",36,115
"3527","starburst","joy",26,110
"3528","starburst","joy",38,110
"3529","starburst","joy",37,107
"3530","starburst","joy",45,107
"3531","starburst","joy",40,101
"3532","starburst","joy",25,94
"3533","starburst","joy",24,81
"3534","starburst","joy",39,77
"3535","starburst","joy",43,77
"3536","starburst","joy",44,76
"3537","starburst","joy",41,74
"3538","starburst","joy",42,74
"3539","starburst","despair",45,72
"3540","starburst","despair",35,64
"3541","starburst","joy",46,64
"3542","starburst","joy",23,59
"3543","starburst","joy",22,55
"3544","starburst","despair",46,54
"3545","starburst","joy",50,53
"3546","starburst","joy",47,49
"3547","starburst","joy",21,48
"3548","starburst","despair",31,47
"3549","starburst","despair",40,44
"3550","starburst","despair",44,44
"3551","starburst","despair",33,43
"3552","starburst","despair",34,43
"3553","starburst","joy",48,43
"3554","starburst","despair",38,41
"3555","starburst","despair",42,41
"3556","starburst","despair",50,41
"3557","starburst","despair",37,40
"3558","starburst","despair",26,39
"3559","starburst","despair",30,39
"3560","starburst","joy",52,39
"3561","starburst","despair",39,38
"3562","starburst","despair",43,38
"3563","starburst","joy",51,38
"3564","starburst","despair",41,36
"3565","starburst","despair",32,35
"3566","starburst","joy",49,35
"3567","starburst","joy",53,35
"3568","starburst","despair",36,32
"3569","starburst","joy",18,32
"3570","starburst","joy",19,32
"3571","starburst","joy",20,31
"3572","starburst","despair",27,30
"3573","starburst","despair",48,30
"3574","starburst","joy",54,30
"3575","starburst","despair",28,29
"3576","starburst","despair",52,29
"3577","starburst","despair",47,28
"3578","starburst","despair",58,28
"3579","starburst","despair",29,27
"3580","starburst","joy",55,27
"3581","starburst","despair",51,25
"3582","starburst","neutral",30,25
"3583","starburst","despair",49,24
"3584","starburst","joy",57,22
"3585","starburst","despair",24,21
"3586","starburst","joy",17,21
"3587","starburst","neutral",34,21
"3588","starburst","neutral",35,21
"3589","starburst","neutral",36,20
"3590","starburst","despair",53,18
"3591","starburst","despair",54,18
"3592","starburst","despair",55,18
"3593","starburst","joy",58,18
"3594","starburst","despair",56,17
"3595","starburst","joy",13,17
"3596","starburst","neutral",42,17
"3597","starburst","despair",57,16
"3598","starburst","neutral",40,16
"3599","starburst","despair",22,15
"3600","starburst","joy",56,15
"3601","starburst","neutral",24,15
"3602","starburst","despair",25,14
"3603","starburst","despair",59,14
"3604","starburst","joy",16,14
"3605","starburst","neutral",29,14
"3606","starburst","neutral",39,14
"3607","starburst","neutral",44,14
"3608","starburst","despair",60,13
"3609","starburst","neutral",33,13
"3610","starburst","neutral",37,13
"3611","starburst","despair",62,12
"3612","starburst","despair",23,11
"3613","starburst","despair",61,11
"3614","starburst","despair",65,11
"3615","starburst","joy",12,11
"3616","starburst","joy",60,11
"3617","starburst","neutral",45,11
"3618","starburst","neutral",47,11
"3619","starburst","joy",62,10
"3620","starburst","neutral",25,10
"3621","starburst","neutral",27,10
"3622","starburst","neutral",28,10
"3623","starburst","neutral",43,10
"3624","starburst","despair",66,9
"3625","starburst","joy",9,9
"3626","starburst","neutral",20,9
"3627","starburst","neutral",49,9
"3628","starburst","despair",21,8
"3629","starburst","joy",11,8
"3630","starburst","joy",59,8
"3631","starburst","joy",64,8
"3632","starburst","neutral",46,8
"3633","starburst","despair",20,7
"3634","starburst","despair",67,7
"3635","starburst","joy",15,7
"3636","starburst","joy",67,7
"3637","starburst","neutral",23,7
"3638","starburst","neutral",31,7
"3639","starburst","neutral",38,7
"3640","starburst","despair",14,6
"3641","starburst","despair",63,6
"3642","starburst","despair",70,6
"3643","starburst","joy",14,6
"3644","starburst","joy",61,6
"3645","starburst","joy",63,6
"3646","starburst","neutral",21,6
"3647","starburst","neutral",26,6
"3648","starburst","neutral",32,6
"3649","starburst","neutral",41,6
"3650","starburst","neutral",52,6
"3651","starburst","neutral",54,6
"3652","starburst","neutral",55,6
"3653","starburst","neutral",57,6
"3654","starburst","despair",19,5
"3655","starburst","despair",69,5
"3656","starburst","joy",10,5
"3657","starburst","joy",65,5
"3658","starburst","neutral",13,5
"3659","starburst","neutral",19,5
"3660","starburst","neutral",56,5
"3661","starburst","neutral",58,5
"3662","starburst","neutral",59,5
"3663","starburst","neutral",64,5
"3664","starburst","neutral",67,5
"3665","starburst","despair",16,4
"3666","starburst","despair",18,4
"3667","starburst","despair",64,4
"3668","starburst","despair",71,4
"3669","starburst","despair",72,4
"3670","starburst","joy",8,4
"3671","starburst","neutral",22,4
"3672","starburst","despair",13,3
"3673","starburst","despair",17,3
"3674","starburst","despair",74,3
"3675","starburst","joy",69,3
"3676","starburst","neutral",14,3
"3677","starburst","neutral",16,3
"3678","starburst","neutral",17,3
"3679","starburst","neutral",18,3
"3680","starburst","neutral",50,3
"3681","starburst","neutral",51,3
"3682","starburst","neutral",66,3
"3683","starburst","neutral",70,3
"3684","starburst","despair",15,2
"3685","starburst","despair",68,2
"3686","starburst","despair",75,2
"3687","starburst","joy",6,2
"3688","starburst","joy",68,2
"3689","starburst","neutral",6,2
"3690","starburst","neutral",53,2
"3691","starburst","neutral",60,2
"3692","starburst","neutral",62,2
"3693","starburst","despair",7,1
"3694","starburst","joy",5,1
"3695","starburst","joy",7,1
"3696","starburst","joy",66,1
"3697","starburst","joy",70,1
"3698","starburst","joy",77,1
"3699","starburst","joy",85,1
"3700","starburst","joy",97,1
"3701","starburst","joy",99,1
"3702","starburst","neutral",12,1
"3703","starburst","neutral",15,1
"3704","starburst","neutral",48,1
"3705","starburst","neutral",61,1
"3706","starburst","neutral",63,1
"3707","starburst","neutral",68,1
"3708","starburst","neutral",69,1
"3709","starburst","neutral",71,1
"3710","starburst","neutral",72,1
"3711","starburst","neutral",75,1
"3712","starburst","neutral",99,1
"3713","twix","joy",35,203
"3714","twix","joy",31,194
"3715","twix","joy",30,193
"3716","twix","joy",32,186
"3717","twix","joy",33,186
"3718","twix","joy",34,179
"3719","twix","joy",29,163
"3720","twix","joy",45,158
"3721","twix","joy",27,154
"3722","twix","joy",36,149
"3723","twix","joy",38,149
"3724","twix","joy",37,143
"3725","twix","joy",26,140
"3726","twix","joy",28,139
"3727","twix","joy",40,131
"3728","twix","joy",44,113
"3729","twix","joy",43,112
"3730","twix","joy",42,111
"3731","twix","joy",39,108
"3732","twix","joy",46,106
"3733","twix","joy",25,104
"3734","twix","joy",41,103
"3735","twix","joy",24,98
"3736","twix","joy",50,76
"3737","twix","joy",47,73
"3738","twix","joy",23,64
"3739","twix","joy",48,63
"3740","twix","joy",22,61
"3741","twix","joy",49,56
"3742","twix","joy",52,56
"3743","twix","joy",51,50
"3744","twix","joy",21,46
"3745","twix","joy",53,43
"3746","twix","joy",55,42
"3747","twix","joy",54,41
"3748","twix","joy",58,37
"3749","twix","joy",18,34
"3750","twix","joy",19,33
"3751","twix","despair",32,32
"3752","twix","joy",20,32
"3753","twix","joy",57,30
"3754","twix","joy",17,26
"3755","twix","despair",30,25
"3756","twix","despair",45,24
"3757","twix","joy",56,24
"3758","twix","neutral",35,22
"3759","twix","neutral",30,21
"3760","twix","despair",33,20
"3761","twix","despair",34,20
"3762","twix","despair",50,20
"3763","twix","despair",31,19
"3764","twix","despair",27,16
"3765","twix","despair",28,16
"3766","twix","despair",35,16
"3767","twix","despair",40,16
"3768","twix","despair",46,16
"3769","twix","joy",62,16
"3770","twix","joy",13,15
"3771","twix","neutral",34,15
"3772","twix","despair",52,14
"3773","twix","joy",59,14
"3774","twix","neutral",40,14
"3775","twix","joy",60,13
"3776","twix","despair",44,12
"3777","twix","despair",51,12
"3778","twix","despair",21,11
"3779","twix","despair",42,11
"3780","twix","despair",60,11
"3781","twix","joy",12,11
"3782","twix","joy",14,11
"3783","twix","joy",16,11
"3784","twix","joy",61,11
"3785","twix","neutral",24,11
"3786","twix","neutral",28,11
"3787","twix","neutral",33,11
"3788","twix","neutral",39,11
"3789","twix","despair",25,10
"3790","twix","despair",37,10
"3791","twix","despair",39,10
"3792","twix","despair",54,10
"3793","twix","despair",57,10
"3794","twix","despair",58,10
"3795","twix","joy",65,10
"3796","twix","joy",67,10
"3797","twix","neutral",42,10
"3798","twix","despair",22,9
"3799","twix","despair",23,9
"3800","twix","despair",26,9
"3801","twix","despair",29,9
"3802","twix","despair",36,9
"3803","twix","despair",41,9
"3804","twix","despair",48,9
"3805","twix","despair",56,9
"3806","twix","joy",15,9
"3807","twix","joy",66,9
"3808","twix","neutral",20,9
"3809","twix","neutral",27,9
"3810","twix","neutral",29,9
"3811","twix","neutral",36,9
"3812","twix","neutral",44,9
"3813","twix","despair",24,8
"3814","twix","despair",49,8
"3815","twix","despair",53,8
"3816","twix","despair",59,8
"3817","twix","joy",9,8
"3818","twix","joy",11,8
"3819","twix","joy",63,8
"3820","twix","neutral",45,8
"3821","twix","neutral",47,8
"3822","twix","despair",16,7
"3823","twix","despair",38,7
"3824","twix","despair",43,7
"3825","twix","despair",47,7
"3826","twix","despair",64,7
"3827","twix","neutral",37,7
"3828","twix","despair",20,6
"3829","twix","despair",61,6
"3830","twix","despair",62,6
"3831","twix","joy",69,6
"3832","twix","joy",70,6
"3833","twix","neutral",19,6
"3834","twix","neutral",26,6
"3835","twix","neutral",32,6
"3836","twix","neutral",43,6
"3837","twix","despair",13,5
"3838","twix","despair",55,5
"3839","twix","despair",63,5
"3840","twix","joy",10,5
"3841","twix","joy",64,5
"3842","twix","neutral",13,5
"3843","twix","neutral",18,5
"3844","twix","neutral",21,5
"3845","twix","neutral",31,5
"3846","twix","neutral",59,5
"3847","twix","neutral",64,5
"3848","twix","neutral",67,5
"3849","twix","despair",65,4
"3850","twix","despair",67,4
"3851","twix","joy",6,4
"3852","twix","joy",8,4
"3853","twix","joy",72,4
"3854","twix","neutral",22,4
"3855","twix","neutral",23,4
"3856","twix","neutral",25,4
"3857","twix","neutral",41,4
"3858","twix","neutral",46,4
"3859","twix","neutral",49,4
"3860","twix","neutral",51,4
"3861","twix","neutral",52,4
"3862","twix","neutral",53,4
"3863","twix","neutral",55,4
"3864","twix","neutral",56,4
"3865","twix","neutral",57,4
"3866","twix","neutral",58,4
"3867","twix","despair",14,3
"3868","twix","despair",19,3
"3869","twix","despair",66,3
"3870","twix","joy",68,3
"3871","twix","neutral",16,3
"3872","twix","neutral",54,3
"3873","twix","neutral",70,3
"3874","twix","despair",68,2
"3875","twix","despair",69,2
"3876","twix","joy",7,2
"3877","twix","joy",71,2
"3878","twix","joy",74,2
"3879","twix","joy",75,2
"3880","twix","neutral",38,2
"3881","twix","neutral",48,2
"3882","twix","neutral",60,2
"3883","twix","neutral",62,2
"3884","twix","neutral",65,2
"3885","twix","neutral",71,2
"3886","twix","despair",9,1
"3887","twix","despair",15,1
"3888","twix","despair",17,1
"3889","twix","despair",70,1
"3890","twix","despair",71,1
"3891","twix","despair",74,1
"3892","twix","joy",5,1
"3893","twix","joy",77,1
"3894","twix","joy",85,1
"3895","twix","joy",97,1
"3896","twix","joy",99,1
"3897","twix","neutral",12,1
"3898","twix","neutral",14,1
"3899","twix","neutral",50,1
"3900","twix","neutral",61,1
"3901","twix","neutral",66,1
"3902","twix","neutral",69,1
"3903","twix","neutral",72,1
"3904","twix","neutral",75,1
"3905","twix","neutral",99,1
