"","brand","emotion","age","n"
"1628","lollipops","joy",22,37
"1629","lollipops","neutral",30,36
"1630","lollipops","joy",21,35
"1631","lollipops","joy",23,35
"1632","lollipops","despair",22,33
"1633","lollipops","despair",57,32
"1634","lollipops","despair",58,30
"1635","lollipops","joy",47,28
"1636","lollipops","joy",53,27
"1637","lollipops","neutral",34,26
"1638","lollipops","despair",55,25
"1639","lollipops","joy",19,25
"1640","lollipops","despair",54,24
"1641","lollipops","joy",50,24
"1642","lollipops","joy",48,23
"1643","lollipops","joy",54,23
"1644","lollipops","neutral",35,23
"1645","lollipops","despair",56,22
"1646","lollipops","joy",18,22
"1647","lollipops","neutral",28,22
"1648","lollipops","neutral",29,22
"1649","lollipops","joy",20,21
"1650","lollipops","neutral",33,21
"1651","lollipops","neutral",36,21
"1652","lollipops","despair",53,20
"1653","lollipops","joy",49,20
"1654","lollipops","neutral",32,20
"1655","lollipops","despair",21,19
"1656","lollipops","joy",51,19
"1657","lollipops","joy",52,19
"1658","lollipops","joy",55,19
"1659","lollipops","neutral",44,19
"1660","lollipops","neutral",42,18
"1661","lollipops","despair",59,17
"1662","lollipops","despair",62,16
"1663","lollipops","joy",13,16
"1664","lollipops","joy",17,16
"1665","lollipops","neutral",31,16
"1666","lollipops","neutral",37,16
"1667","lollipops","neutral",39,16
"1668","lollipops","neutral",40,16
"1669","lollipops","neutral",47,16
"1670","lollipops","despair",60,15
"1671","lollipops","neutral",25,15
"1672","lollipops","neutral",27,15
"1673","lollipops","despair",20,14
"1674","lollipops","joy",58,14
"1675","lollipops","neutral",24,14
"1676","lollipops","neutral",38,14
"1677","lollipops","joy",16,13
"1678","lollipops","neutral",45,13
"1679","lollipops","despair",61,12
"1680","lollipops","neutral",20,12
"1681","lollipops","neutral",26,12
"1682","lollipops","neutral",43,12
"1683","lollipops","despair",18,11
"1684","lollipops","despair",19,11
"1685","lollipops","despair",66,11
"1686","lollipops","despair",63,10
"1687","lollipops","despair",67,10
"1688","lollipops","neutral",49,10
"1689","lollipops","despair",64,9
"1690","lollipops","despair",65,9
"1691","lollipops","joy",56,9
"1692","lollipops","joy",60,9
"1693","lollipops","neutral",46,9
"1694","lollipops","despair",17,8
"1695","lollipops","neutral",21,8
"1696","lollipops","neutral",53,8
"1697","lollipops","despair",12,7
"1698","lollipops","despair",69,7
"1699","lollipops","joy",9,7
"1700","lollipops","joy",14,7
"1701","lollipops","joy",57,7
"1702","lollipops","joy",62,7
"1703","lollipops","neutral",41,7
"1704","lollipops","neutral",54,7
"1705","lollipops","neutral",55,7
"1706","lollipops","neutral",58,7
"1707","lollipops","joy",11,6
"1708","lollipops","joy",15,6
"1709","lollipops","joy",59,6
"1710","lollipops","joy",65,6
"1711","lollipops","neutral",13,6
"1712","lollipops","neutral",18,6
"1713","lollipops","neutral",19,6
"1714","lollipops","neutral",50,6
"1715","lollipops","neutral",56,6
"1716","lollipops","despair",14,5
"1717","lollipops","despair",16,5
"1718","lollipops","despair",70,5
"1719","lollipops","joy",10,5
"1720","lollipops","joy",12,5
"1721","lollipops","joy",61,5
"1722","lollipops","neutral",48,5
"1723","lollipops","neutral",57,5
"1724","lollipops","neutral",64,5
"1725","lollipops","neutral",67,5
"1726","lollipops","despair",71,4
"1727","lollipops","joy",6,4
"1728","lollipops","joy",8,4
"1729","lollipops","joy",67,4
"1730","lollipops","neutral",22,4
"1731","lollipops","neutral",23,4
"1732","lollipops","neutral",51,4
"1733","lollipops","neutral",52,4
"1734","lollipops","neutral",59,4
"1735","lollipops","despair",13,3
"1736","lollipops","despair",15,3
"1737","lollipops","despair",72,3
"1738","lollipops","despair",74,3
"1739","lollipops","joy",64,3
"1740","lollipops","joy",68,3
"1741","lollipops","neutral",14,3
"1742","lollipops","neutral",16,3
"1743","lollipops","neutral",17,3
"1744","lollipops","neutral",70,3
"1745","lollipops","despair",9,2
"1746","lollipops","despair",68,2
"1747","lollipops","joy",7,2
"1748","lollipops","joy",63,2
"1749","lollipops","joy",70,2
"1750","lollipops","neutral",60,2
"1751","lollipops","neutral",66,2
"1752","lollipops","despair",5,1
"1753","lollipops","despair",11,1
"1754","lollipops","despair",75,1
"1755","lollipops","despair",77,1
"1756","lollipops","despair",85,1
"1757","lollipops","joy",69,1
"1758","lollipops","joy",72,1
"1759","lollipops","joy",75,1
"1760","lollipops","joy",97,1
"1761","lollipops","joy",99,1
"1762","lollipops","neutral",11,1
"1763","lollipops","neutral",15,1
"1764","lollipops","neutral",61,1
"1765","lollipops","neutral",62,1
"1766","lollipops","neutral",63,1
"1767","lollipops","neutral",65,1
"1768","lollipops","neutral",69,1
"1769","lollipops","neutral",71,1
"1770","lollipops","neutral",72,1
"1771","lollipops","neutral",75,1
"1772","lollipops","neutral",99,1
"1773","m&ms","joy",33,172
"1774","m&ms","joy",35,169
"1775","m&ms","joy",32,168
"1776","m&ms","joy",34,164
"1777","m&ms","joy",31,162
"1778","m&ms","joy",30,158
"1779","m&ms","joy",45,141
"1780","m&ms","joy",29,131
"1781","m&ms","joy",26,130
"1782","m&ms","joy",27,126
"1783","m&ms","joy",38,125
"1784","m&ms","joy",40,124
"1785","m&ms","joy",36,122
"1786","m&ms","joy",28,119
"1787","m&ms","joy",44,106
"1788","m&ms","joy",37,105
"1789","m&ms","joy",43,101
"1790","m&ms","joy",39,99
"1791","m&ms","joy",42,99
"1792","m&ms","joy",46,98
"1793","m&ms","joy",41,96
"1794","m&ms","joy",25,88
"1795","m&ms","joy",24,83
"1796","m&ms","joy",50,80
"1797","m&ms","joy",47,76
"1798","m&ms","joy",48,64
"1799","m&ms","joy",22,61
"1800","m&ms","joy",52,58
"1801","m&ms","joy",23,57
"1802","m&ms","joy",49,55
"1803","m&ms","despair",30,51
"1804","m&ms","despair",32,51
"1805","m&ms","despair",35,51
"1806","m&ms","joy",21,50
"1807","m&ms","despair",31,49
"1808","m&ms","joy",51,49
"1809","m&ms","joy",53,46
"1810","m&ms","joy",54,46
"1811","m&ms","despair",37,43
"1812","m&ms","joy",58,43
"1813","m&ms","despair",27,41
"1814","m&ms","despair",33,40
"1815","m&ms","despair",45,39
"1816","m&ms","despair",29,38
"1817","m&ms","joy",55,37
"1818","m&ms","joy",57,35
"1819","m&ms","despair",28,34
"1820","m&ms","joy",20,34
"1821","m&ms","joy",19,33
"1822","m&ms","despair",34,31
"1823","m&ms","joy",18,31
"1824","m&ms","despair",36,30
"1825","m&ms","neutral",30,30
"1826","m&ms","joy",56,29
"1827","m&ms","despair",42,25
"1828","m&ms","despair",38,24
"1829","m&ms","despair",46,24
"1830","m&ms","joy",17,24
"1831","m&ms","despair",25,22
"1832","m&ms","despair",24,21
"1833","m&ms","despair",26,21
"1834","m&ms","joy",62,21
"1835","m&ms","neutral",35,21
"1836","m&ms","despair",40,19
"1837","m&ms","joy",60,19
"1838","m&ms","neutral",34,19
"1839","m&ms","despair",39,18
"1840","m&ms","joy",59,18
"1841","m&ms","neutral",40,18
"1842","m&ms","despair",44,17
"1843","m&ms","joy",13,17
"1844","m&ms","despair",23,16
"1845","m&ms","despair",41,16
"1846","m&ms","despair",43,16
"1847","m&ms","joy",67,15
"1848","m&ms","neutral",36,15
"1849","m&ms","despair",50,14
"1850","m&ms","despair",51,14
"1851","m&ms","joy",64,14
"1852","m&ms","despair",52,13
"1853","m&ms","joy",16,13
"1854","m&ms","neutral",24,13
"1855","m&ms","neutral",28,13
"1856","m&ms","despair",22,12
"1857","m&ms","joy",61,12
"1858","m&ms","joy",63,12
"1859","m&ms","joy",65,12
"1860","m&ms","neutral",27,12
"1861","m&ms","neutral",29,12
"1862","m&ms","neutral",37,12
"1863","m&ms","neutral",39,12
"1864","m&ms","joy",12,11
"1865","m&ms","neutral",44,11
"1866","m&ms","joy",14,10
"1867","m&ms","neutral",45,10
"1868","m&ms","despair",55,9
"1869","m&ms","joy",66,9
"1870","m&ms","neutral",38,9
"1871","m&ms","despair",21,8
"1872","m&ms","joy",9,8
"1873","m&ms","joy",11,8
"1874","m&ms","joy",15,8
"1875","m&ms","neutral",25,8
"1876","m&ms","neutral",42,8
"1877","m&ms","neutral",43,8
"1878","m&ms","despair",47,7
"1879","m&ms","despair",48,7
"1880","m&ms","joy",70,7
"1881","m&ms","neutral",20,7
"1882","m&ms","neutral",31,7
"1883","m&ms","neutral",49,7
"1884","m&ms","despair",20,6
"1885","m&ms","despair",49,6
"1886","m&ms","despair",53,6
"1887","m&ms","despair",57,6
"1888","m&ms","joy",69,6
"1889","m&ms","despair",16,5
"1890","m&ms","despair",18,5
"1891","m&ms","despair",19,5
"1892","m&ms","despair",54,5
"1893","m&ms","despair",56,5
"1894","m&ms","despair",59,5
"1895","m&ms","despair",61,5
"1896","m&ms","joy",10,5
"1897","m&ms","joy",68,5
"1898","m&ms","neutral",13,5
"1899","m&ms","neutral",32,5
"1900","m&ms","neutral",33,5
"1901","m&ms","neutral",47,5
"1902","m&ms","neutral",55,5
"1903","m&ms","despair",58,4
"1904","m&ms","despair",60,4
"1905","m&ms","joy",6,4
"1906","m&ms","joy",8,4
"1907","m&ms","joy",72,4
"1908","m&ms","neutral",19,4
"1909","m&ms","neutral",21,4
"1910","m&ms","neutral",23,4
"1911","m&ms","neutral",26,4
"1912","m&ms","neutral",41,4
"1913","m&ms","neutral",46,4
"1914","m&ms","neutral",58,4
"1915","m&ms","neutral",59,4
"1916","m&ms","despair",13,3
"1917","m&ms","despair",14,3
"1918","m&ms","despair",65,3
"1919","m&ms","despair",66,3
"1920","m&ms","despair",69,3
"1921","m&ms","joy",71,3
"1922","m&ms","joy",74,3
"1923","m&ms","joy",75,3
"1924","m&ms","neutral",16,3
"1925","m&ms","neutral",18,3
"1926","m&ms","neutral",48,3
"1927","m&ms","neutral",50,3
"1928","m&ms","neutral",51,3
"1929","m&ms","neutral",52,3
"1930","m&ms","neutral",53,3
"1931","m&ms","neutral",54,3
"1932","m&ms","neutral",56,3
"1933","m&ms","neutral",57,3
"1934","m&ms","neutral",60,3
"1935","m&ms","neutral",64,3
"1936","m&ms","neutral",67,3
"1937","m&ms","neutral",70,3
"1938","m&ms","despair",15,2
"1939","m&ms","despair",17,2
"1940","m&ms","despair",62,2
"1941","m&ms","neutral",14,2
"1942","m&ms","despair",7,1
"1943","m&ms","despair",9,1
"1944","m&ms","despair",63,1
"1945","m&ms","despair",67,1
"1946","m&ms","despair",71,1
"1947","m&ms","joy",5,1
"1948","m&ms","joy",7,1
"1949","m&ms","joy",77,1
"1950","m&ms","joy",85,1
"1951","m&ms","joy",97,1
"1952","m&ms","joy",99,1
"1953","m&ms","neutral",12,1
"1954","m&ms","neutral",17,1
"1955","m&ms","neutral",22,1
"1956","m&ms","neutral",61,1
"1957","m&ms","neutral",62,1
"1958","m&ms","neutral",65,1
"1959","m&ms","neutral",66,1
"1960","m&ms","neutral",71,1
"1961","m&ms","neutral",72,1
"1962","m&ms","neutral",99,1
"1963","mars","joy",32,142
"1964","mars","joy",31,141
"1965","mars","joy",30,136
"1966","mars","joy",35,129
"1967","mars","joy",34,127
"1968","mars","joy",33,121
"1969","mars","joy",45,111
"1970","mars","joy",36,108
"1971","mars","joy",29,107
"1972","mars","joy",38,104
"1973","mars","joy",40,101
"1974","mars","joy",27,98
"1975","mars","joy",37,88
"1976","mars","joy",43,87
"1977","mars","despair",35,85
"1978","mars","joy",26,85
"1979","mars","joy",28,83
"1980","mars","joy",44,81
"1981","mars","joy",39,80
"1982","mars","joy",42,78
"1983","mars","joy",41,76
"1984","mars","despair",33,72
"1985","mars","despair",32,70
"1986","mars","despair",45,70
"1987","mars","joy",46,70
"1988","mars","joy",25,68
"1989","mars","despair",30,66
"1990","mars","despair",31,60
"1991","mars","joy",50,60
"1992","mars","despair",27,59
"1993","mars","joy",24,59
"1994","mars","joy",48,59
"1995","mars","despair",37,58
"1996","mars","joy",47,57
"1997","mars","despair",34,53
"1998","mars","despair",28,52
"1999","mars","despair",29,52
"2000","mars","despair",26,50
"2001","mars","despair",46,48
"2002","mars","joy",52,48
"2003","mars","joy",53,45
"2004","mars","joy",49,44
"2005","mars","joy",51,44
"2006","mars","despair",40,43
"2007","mars","despair",24,42
"2008","mars","despair",38,42
"2009","mars","joy",22,42
"2010","mars","joy",54,42
"2011","mars","despair",42,39
"2012","mars","despair",44,38
"2013","mars","joy",23,37
"2014","mars","neutral",30,37
"2015","mars","joy",55,36
"2016","mars","joy",21,35
"2017","mars","despair",41,34
"2018","mars","despair",50,34
"2019","mars","joy",58,34
"2020","mars","neutral",34,34
"2021","mars","despair",23,33
"2022","mars","despair",25,31
"2023","mars","despair",36,31
"2024","mars","neutral",28,31
"2025","mars","despair",39,30
"2026","mars","joy",57,30
"2027","mars","neutral",36,28
"2028","mars","neutral",35,27
"2029","mars","despair",22,25
"2030","mars","despair",43,25
"2031","mars","joy",19,25
"2032","mars","joy",56,25
"2033","mars","neutral",33,24
"2034","mars","neutral",27,22
"2035","mars","neutral",29,22
"2036","mars","despair",52,21
"2037","mars","despair",47,20
"2038","mars","despair",49,20
"2039","mars","joy",18,20
"2040","mars","joy",20,20
"2041","mars","joy",59,20
"2042","mars","neutral",26,20
"2043","mars","despair",51,19
"2044","mars","joy",17,19
"2045","mars","joy",62,19
"2046","mars","neutral",25,19
"2047","mars","neutral",39,19
"2048","mars","despair",20,17
"2049","mars","neutral",31,17
"2050","mars","neutral",40,17
"2051","mars","neutral",24,16
"2052","mars","despair",18,15
"2053","mars","joy",60,15
"2054","mars","neutral",42,15
"2055","mars","neutral",44,15
"2056","mars","despair",21,14
"2057","mars","despair",58,14
"2058","mars","joy",13,14
"2059","mars","joy",67,14
"2060","mars","neutral",37,14
"2061","mars","despair",19,13
"2062","mars","joy",61,13
"2063","mars","neutral",21,13
"2064","mars","neutral",43,13
"2065","mars","joy",65,12
"2066","mars","neutral",32,12
"2067","mars","neutral",38,12
"2068","mars","despair",57,11
"2069","mars","joy",12,11
"2070","mars","neutral",47,11
"2071","mars","despair",48,10
"2072","mars","despair",60,10
"2073","mars","joy",16,10
"2074","mars","joy",63,10
"2075","mars","joy",66,10
"2076","mars","neutral",20,10
"2077","mars","despair",55,9
"2078","mars","despair",56,9
"2079","mars","joy",14,9
"2080","mars","neutral",45,9
"2081","mars","despair",16,8
"2082","mars","despair",54,8
"2083","mars","joy",15,8
"2084","mars","joy",64,8
"2085","mars","joy",70,8
"2086","mars","neutral",46,8
"2087","mars","despair",17,7
"2088","mars","neutral",22,7
"2089","mars","neutral",23,7
"2090","mars","despair",53,6
"2091","mars","joy",69,6
"2092","mars","neutral",13,6
"2093","mars","neutral",41,6
"2094","mars","neutral",55,6
"2095","mars","despair",13,5
"2096","mars","despair",62,5
"2097","mars","joy",9,5
"2098","mars","joy",10,5
"2099","mars","joy",11,5
"2100","mars","joy",68,5
"2101","mars","neutral",48,5
"2102","mars","neutral",52,5
"2103","mars","neutral",64,5
"2104","mars","despair",9,4
"2105","mars","despair",14,4
"2106","mars","despair",59,4
"2107","mars","despair",61,4
"2108","mars","despair",64,4
"2109","mars","joy",6,4
"2110","mars","joy",71,4
"2111","mars","neutral",18,4
"2112","mars","neutral",19,4
"2113","mars","neutral",49,4
"2114","mars","neutral",53,4
"2115","mars","neutral",54,4
"2116","mars","neutral",67,4
"2117","mars","despair",11,3
"2118","mars","despair",63,3
"2119","mars","joy",72,3
"2120","mars","joy",74,3
"2121","mars","joy",75,3
"2122","mars","neutral",8,3
"2123","mars","neutral",16,3
"2124","mars","neutral",50,3
"2125","mars","neutral",51,3
"2126","mars","neutral",56,3
"2127","mars","neutral",57,3
"2128","mars","neutral",58,3
"2129","mars","neutral",59,3
"2130","mars","despair",15,2
"2131","mars","despair",65,2
"2132","mars","despair",66,2
"2133","mars","despair",69,2
"2134","mars","joy",7,2
"2135","mars","neutral",14,2
"2136","mars","neutral",65,2
"2137","mars","neutral",70,2
"2138","mars","despair",5,1
"2139","mars","despair",12,1
"2140","mars","despair",67,1
"2141","mars","despair",71,1
"2142","mars","despair",72,1
"2143","mars","despair",77,1
"2144","mars","joy",8,1
"2145","mars","joy",85,1
"2146","mars","joy",97,1
"2147","mars","joy",99,1
"2148","mars","neutral",17,1
"2149","mars","neutral",60,1
"2150","mars","neutral",61,1
"2151","mars","neutral",66,1
"2152","mars","neutral",69,1
"2153","mars","neutral",72,1
"2154","mars","neutral",99,1
"2155","maynards","despair",35,176
"2156","maynards","despair",30,157
"2157","maynards","despair",31,153
"2158","maynards","despair",33,152
"2159","maynards","despair",32,151
"2160","maynards","despair",45,149
"2161","maynards","despair",34,137
"2162","maynards","despair",27,119
"2163","maynards","despair",29,118
"2164","maynards","despair",37,114
"2165","maynards","despair",26,113
"2166","maynards","despair",36,107
"2167","maynards","despair",38,106
"2168","maynards","despair",40,104
"2169","maynards","despair",28,98
"2170","maynards","despair",46,97
"2171","maynards","despair",41,91
"2172","maynards","despair",43,87
"2173","maynards","despair",39,84
"2174","maynards","despair",42,84
"2175","maynards","despair",44,84
"2176","maynards","despair",50,82
"2177","maynards","despair",24,71
"2178","maynards","despair",25,70
"2179","maynards","despair",23,59
"2180","maynards","despair",47,56
"2181","maynards","despair",48,55
"2182","maynards","neutral",34,55
"2183","maynards","neutral",30,53
"2184","maynards","despair",51,52
"2185","maynards","despair",52,52
"2186","maynards","despair",22,51
"2187","maynards","neutral",35,51
"2188","maynards","neutral",32,48
"2189","maynards","despair",49,47
"2190","maynards","neutral",28,44
"2191","maynards","neutral",33,44
"2192","maynards","despair",58,39
"2193","maynards","despair",55,38
"2194","maynards","neutral",27,38
"2195","maynards","neutral",29,38
"2196","maynards","neutral",44,38
"2197","maynards","despair",54,37
"2198","maynards","neutral",31,37
"2199","maynards","neutral",36,37
"2200","maynards","neutral",39,37
"2201","maynards","despair",53,35
"2202","maynards","neutral",37,35
"2203","maynards","despair",21,34
"2204","maynards","neutral",38,34
"2205","maynards","neutral",40,34
"2206","maynards","neutral",42,34
"2207","maynards","despair",57,33
"2208","maynards","neutral",25,33
"2209","maynards","joy",30,29
"2210","maynards","despair",20,28
"2211","maynards","joy",31,28
"2212","maynards","neutral",24,28
"2213","maynards","neutral",43,28
"2214","maynards","neutral",45,28
"2215","maynards","neutral",26,27
"2216","maynards","despair",56,25
"2217","maynards","joy",29,25
"2218","maynards","joy",32,25
"2219","maynards","despair",19,24
"2220","maynards","joy",28,24
"2221","maynards","despair",60,23
"2222","maynards","joy",36,23
"2223","maynards","joy",40,23
"2224","maynards","neutral",47,23
"2225","maynards","despair",18,22
"2226","maynards","joy",27,22
"2227","maynards","joy",34,22
"2228","maynards","despair",59,21
"2229","maynards","despair",62,21
"2230","maynards","joy",33,21
"2231","maynards","neutral",41,19
"2232","maynards","neutral",46,19
"2233","maynards","despair",17,18
"2234","maynards","joy",24,18
"2235","maynards","joy",38,18
"2236","maynards","neutral",21,17
"2237","maynards","despair",16,16
"2238","maynards","neutral",20,16
"2239","maynards","neutral",22,16
"2240","maynards","joy",25,15
"2241","maynards","joy",26,15
"2242","maynards","joy",35,14
"2243","maynards","joy",42,14
"2244","maynards","neutral",48,14
"2245","maynards","despair",13,13
"2246","maynards","despair",61,13
"2247","maynards","joy",45,13
"2248","maynards","neutral",49,13
"2249","maynards","neutral",52,13
"2250","maynards","despair",64,12
"2251","maynards","despair",67,12
"2252","maynards","joy",44,12
"2253","maynards","neutral",53,12
"2254","maynards","neutral",54,12
"2255","maynards","joy",21,11
"2256","maynards","joy",37,11
"2257","maynards","neutral",18,11
"2258","maynards","neutral",19,11
"2259","maynards","neutral",56,11
"2260","maynards","despair",65,10
"2261","maynards","joy",43,10
"2262","maynards","joy",46,10
"2263","maynards","neutral",55,10
"2264","maynards","neutral",58,10
"2265","maynards","despair",12,9
"2266","maynards","despair",63,9
"2267","maynards","despair",66,9
"2268","maynards","joy",23,9
"2269","maynards","joy",47,9
"2270","maynards","joy",52,9
"2271","maynards","neutral",23,9
"2272","maynards","neutral",50,9
"2273","maynards","neutral",57,9
"2274","maynards","despair",14,8
"2275","maynards","joy",39,8
"2276","maynards","joy",49,8
"2277","maynards","joy",53,8
"2278","maynards","neutral",13,8
"2279","maynards","neutral",51,8
"2280","maynards","despair",69,7
"2281","maynards","joy",19,7
"2282","maynards","joy",22,7
"2283","maynards","neutral",67,7
"2284","maynards","despair",9,6
"2285","maynards","despair",15,6
"2286","maynards","joy",18,6
"2287","maynards","joy",41,6
"2288","maynards","joy",50,6
"2289","maynards","joy",51,6
"2290","maynards","neutral",17,6
"2291","maynards","neutral",59,6
"2292","maynards","despair",70,5
"2293","maynards","joy",48,5
"2294","maynards","joy",54,5
"2295","maynards","neutral",64,5
"2296","maynards","neutral",65,5
"2297","maynards","despair",10,4
"2298","maynards","despair",11,4
"2299","maynards","despair",68,4
"2300","maynards","despair",72,4
"2301","maynards","joy",13,4
"2302","maynards","neutral",14,4
"2303","maynards","neutral",16,4
"2304","maynards","neutral",61,4
"2305","maynards","neutral",70,4
"2306","maynards","despair",74,3
"2307","maynards","joy",14,3
"2308","maynards","joy",17,3
"2309","maynards","joy",20,3
"2310","maynards","joy",55,3
"2311","maynards","neutral",8,3
"2312","maynards","neutral",11,3
"2313","maynards","neutral",60,3
"2314","maynards","neutral",66,3
"2315","maynards","neutral",71,3
"2316","maynards","despair",6,2
"2317","maynards","despair",71,2
"2318","maynards","despair",75,2
"2319","maynards","joy",12,2
"2320","maynards","joy",15,2
"2321","maynards","joy",57,2
"2322","maynards","joy",58,2
"2323","maynards","joy",63,2
"2324","maynards","neutral",6,2
"2325","maynards","neutral",9,2
"2326","maynards","neutral",15,2
"2327","maynards","neutral",62,2
"2328","maynards","neutral",63,2
"2329","maynards","neutral",69,2
"2330","maynards","despair",7,1
"2331","maynards","despair",77,1
"2332","maynards","despair",97,1
"2333","maynards","despair",99,1
"2334","maynards","joy",5,1
"2335","maynards","joy",7,1
"2336","maynards","joy",8,1
"2337","maynards","joy",9,1
"2338","maynards","joy",11,1
"2339","maynards","joy",16,1
"2340","maynards","joy",56,1
"2341","maynards","joy",61,1
"2342","maynards","joy",62,1
"2343","maynards","joy",65,1
"2344","maynards","joy",66,1
"2345","maynards","joy",70,1
"2346","maynards","joy",85,1
"2347","maynards","neutral",10,1
"2348","maynards","neutral",12,1
"2349","maynards","neutral",68,1
"2350","maynards","neutral",72,1
"2351","maynards","neutral",75,1
"2352","maynards","neutral",99,1
"2353","milky way","joy",30,168
"2354","milky way","joy",32,166
"2355","milky way","joy",31,162
"2356","milky way","joy",35,160
"2357","milky way","joy",34,154
"2358","milky way","joy",33,149
"2359","milky way","joy",45,140
"2360","milky way","joy",27,137
"2361","milky way","joy",29,137
"2362","milky way","joy",38,127
"2363","milky way","joy",26,123
"2364","milky way","joy",36,122
"2365","milky way","joy",40,114
"2366","milky way","joy",37,113
"2367","milky way","joy",28,105
"2368","milky way","joy",39,101
"2369","milky way","joy",44,101
"2370","milky way","joy",46,94
"2371","milky way","joy",43,93
"2372","milky way","joy",25,88
"2373","milky way","joy",42,88
"2374","milky way","joy",24,79
"2375","milky way","joy",41,77
"2376","milky way","joy",50,74
"2377","milky way","joy",47,66
"2378","milky way","joy",48,62
"2379","milky way","despair",35,61
"2380","milky way","joy",23,59
"2381","milky way","joy",52,58
"2382","milky way","joy",22,53
"2383","milky way","despair",33,51
"2384","milky way","joy",49,49
"2385","milky way","despair",30,48
"2386","milky way","despair",32,47
"2387","milky way","joy",21,47
"2388","milky way","despair",31,42
"2389","milky way","despair",34,42
"2390","milky way","joy",51,42
"2391","milky way","joy",54,41
"2392","milky way","despair",28,40
"2393","milky way","despair",45,40
"2394","milky way","despair",37,39
"2395","milky way","joy",58,36
"2396","milky way","despair",40,35
"2397","milky way","joy",55,35
"2398","milky way","joy",53,34
"2399","milky way","despair",42,33
"2400","milky way","despair",29,32
"2401","milky way","despair",41,32
"2402","milky way","despair",36,31
"2403","milky way","joy",20,31
"2404","milky way","despair",27,29
"2405","milky way","joy",19,29
"2406","milky way","joy",57,29
"2407","milky way","joy",18,28
"2408","milky way","despair",46,27
"2409","milky way","despair",38,25
"2410","milky way","despair",24,24
"2411","milky way","joy",17,24
"2412","milky way","neutral",30,23
"2413","milky way","despair",44,22
"2414","milky way","joy",56,22
"2415","milky way","despair",51,21
"2416","milky way","neutral",28,21
"2417","milky way","despair",26,20
"2418","milky way","despair",43,20
"2419","milky way","neutral",35,20
"2420","milky way","joy",59,19
"2421","milky way","despair",25,18
"2422","milky way","joy",62,18
"2423","milky way","neutral",34,18
"2424","milky way","despair",39,17
"2425","milky way","despair",50,17
"2426","milky way","despair",53,17
"2427","milky way","neutral",33,17
"2428","milky way","despair",22,16
"2429","milky way","joy",13,16
"2430","milky way","joy",60,16
"2431","milky way","despair",47,15
"2432","milky way","joy",61,15
"2433","milky way","despair",23,14
"2434","milky way","joy",64,14
"2435","milky way","neutral",24,14
"2436","milky way","neutral",31,14
"2437","milky way","neutral",36,14
"2438","milky way","joy",67,13
"2439","milky way","neutral",27,13
"2440","milky way","despair",52,12
"2441","milky way","despair",57,12
"2442","milky way","neutral",25,12
"2443","milky way","neutral",26,12
"2444","milky way","neutral",29,12
"2445","milky way","neutral",40,12
"2446","milky way","neutral",43,12
"2447","milky way","despair",49,11
"2448","milky way","joy",12,11
"2449","milky way","joy",65,11
"2450","milky way","neutral",32,11
"2451","milky way","neutral",39,11
"2452","milky way","neutral",42,11
"2453","milky way","neutral",44,11
"2454","milky way","despair",21,10
"2455","milky way","despair",55,10
"2456","milky way","joy",14,10
"2457","milky way","joy",15,10
"2458","milky way","joy",16,10
"2459","milky way","joy",63,10
"2460","milky way","neutral",20,10
"2461","milky way","neutral",45,10
"2462","milky way","despair",48,9
"2463","milky way","despair",54,9
"2464","milky way","despair",58,9
"2465","milky way","despair",16,8
"2466","milky way","despair",56,8
"2467","milky way","despair",60,8
"2468","milky way","joy",9,8
"2469","milky way","joy",11,8
"2470","milky way","neutral",37,8
"2471","milky way","neutral",49,8
"2472","milky way","despair",18,7
"2473","milky way","despair",19,7
"2474","milky way","joy",66,7
"2475","milky way","joy",69,7
"2476","milky way","joy",70,7
"2477","milky way","neutral",41,7
"2478","milky way","neutral",47,7
"2479","milky way","neutral",56,7
"2480","milky way","despair",20,6
"2481","milky way","neutral",13,6
"2482","milky way","neutral",19,6
"2483","milky way","neutral",38,6
"2484","milky way","neutral",50,6
"2485","milky way","neutral",55,6
"2486","milky way","neutral",58,6
"2487","milky way","despair",62,5
"2488","milky way","neutral",21,5
"2489","milky way","neutral",22,5
"2490","milky way","neutral",46,5
"2491","milky way","despair",59,4
"2492","milky way","despair",66,4
"2493","milky way","joy",10,4
"2494","milky way","joy",68,4
"2495","milky way","joy",72,4
"2496","milky way","neutral",18,4
"2497","milky way","neutral",23,4
"2498","milky way","neutral",52,4
"2499","milky way","neutral",53,4
"2500","milky way","neutral",54,4
"2501","milky way","neutral",59,4
"2502","milky way","neutral",67,4
"2503","milky way","despair",13,3
"2504","milky way","despair",17,3
"2505","milky way","despair",63,3
"2506","milky way","despair",65,3
"2507","milky way","joy",6,3
"2508","milky way","joy",71,3
"2509","milky way","joy",74,3
"2510","milky way","neutral",14,3
"2511","milky way","neutral",16,3
"2512","milky way","neutral",48,3
"2513","milky way","neutral",51,3
"2514","milky way","neutral",57,3
"2515","milky way","neutral",64,3
"2516","milky way","neutral",70,3
"2517","milky way","despair",14,2
"2518","milky way","despair",61,2
"2519","milky way","despair",67,2
"2520","milky way","despair",69,2
"2521","milky way","joy",7,2
"2522","milky way","joy",8,2
"2523","milky way","joy",75,2
"2524","milky way","neutral",8,2
"2525","milky way","neutral",60,2
"2526","milky way","neutral",65,2
"2527","milky way","neutral",66,2
"2528","milky way","despair",6,1
"2529","milky way","despair",9,1
"2530","milky way","despair",10,1
