"brand","emotion","age","n"
"m&ms","joy",75,3
"m&ms","neutral",16,3
"m&ms","neutral",18,3
"m&ms","neutral",48,3
"m&ms","neutral",50,3
"m&ms","neutral",51,3
"m&ms","neutral",52,3
"m&ms","neutral",53,3
"m&ms","neutral",54,3
"m&ms","neutral",56,3
"m&ms","neutral",57,3
"m&ms","neutral",60,3
"m&ms","neutral",64,3
"m&ms","neutral",67,3
"m&ms","neutral",70,3
"m&ms","despair",15,2
"m&ms","despair",17,2
"m&ms","despair",62,2
"m&ms","neutral",14,2
"m&ms","despair",7,1
"m&ms","despair",9,1
"m&ms","despair",63,1
"m&ms","despair",67,1
"m&ms","despair",71,1
"m&ms","joy",5,1
"m&ms","joy",7,1
"m&ms","joy",77,1
"m&ms","joy",85,1
"m&ms","joy",97,1
"m&ms","joy",99,1
"m&ms","neutral",12,1
"m&ms","neutral",17,1
"m&ms","neutral",22,1
"m&ms","neutral",61,1
"m&ms","neutral",62,1
"m&ms","neutral",65,1
"m&ms","neutral",66,1
"m&ms","neutral",71,1
"m&ms","neutral",72,1
"m&ms","neutral",99,1
"mars","joy",32,142
"mars","joy",31,141
"mars","joy",30,136
"mars","joy",35,129
"mars","joy",34,127
"mars","joy",33,121
"mars","joy",45,111
"mars","joy",36,108
"mars","joy",29,107
"mars","joy",38,104
"mars","joy",40,101
"mars","joy",27,98
"mars","joy",37,88
"mars","joy",43,87
"mars","despair",35,85
"mars","joy",26,85
"mars","joy",28,83
"mars","joy",44,81
"mars","joy",39,80
"mars","joy",42,78
"mars","joy",41,76
"mars","despair",33,72
"mars","despair",32,70
"mars","despair",45,70
"mars","joy",46,70
"mars","joy",25,68
"mars","despair",30,66
"mars","despair",31,60
"mars","joy",50,60
"mars","despair",27,59
"mars","joy",24,59
"mars","joy",48,59
"mars","despair",37,58
"mars","joy",47,57
"mars","despair",34,53
"mars","despair",28,52
"mars","despair",29,52
"mars","despair",26,50
"mars","despair",46,48
"mars","joy",52,48
"mars","joy",53,45
"mars","joy",49,44
"mars","joy",51,44
"mars","despair",40,43
"mars","despair",24,42
"mars","despair",38,42
"mars","joy",22,42
"mars","joy",54,42
"mars","despair",42,39
"mars","despair",44,38
"mars","joy",23,37
"mars","neutral",30,37
"mars","joy",55,36
"mars","joy",21,35
"mars","despair",41,34
"mars","despair",50,34
"mars","joy",58,34
"mars","neutral",34,34
"mars","despair",23,33
"mars","despair",25,31
"mars","despair",36,31
"mars","neutral",28,31
"mars","despair",39,30
"mars","joy",57,30
"mars","neutral",36,28
"mars","neutral",35,27
"mars","despair",22,25
"mars","despair",43,25
"mars","joy",19,25
"mars","joy",56,25
"mars","neutral",33,24
"mars","neutral",27,22
"mars","neutral",29,22
"mars","despair",52,21
"mars","despair",47,20
"mars","despair",49,20
"mars","joy",18,20
"mars","joy",20,20
"mars","joy",59,20
"mars","neutral",26,20
"mars","despair",51,19
"mars","joy",17,19
"mars","joy",62,19
"mars","neutral",25,19
"mars","neutral",39,19
"mars","despair",20,17
"mars","neutral",31,17
"mars","neutral",40,17
"mars","neutral",24,16
"mars","despair",18,15
"mars","joy",60,15
"mars","neutral",42,15
"mars","neutral",44,15
"mars","despair",21,14
"mars","despair",58,14
"mars","joy",13,14
"mars","joy",67,14
"mars","neutral",37,14
"mars","despair",19,13
"mars","joy",61,13
"mars","neutral",21,13
"mars","neutral",43,13
"mars","joy",65,12
"mars","neutral",32,12
"mars","neutral",38,12
"mars","despair",57,11
"mars","joy",12,11
"mars","neutral",47,11
"mars","despair",48,10
"mars","despair",60,10
"mars","joy",16,10
"mars","joy",63,10
"mars","joy",66,10
"mars","neutral",20,10
"mars","despair",55,9
"mars","despair",56,9
"mars","joy",14,9
"mars","neutral",45,9
"mars","despair",16,8
"mars","despair",54,8
"mars","joy",15,8
"mars","joy",64,8
"mars","joy",70,8
"mars","neutral",46,8
"mars","despair",17,7
"mars","neutral",22,7
"mars","neutral",23,7
"mars","despair",53,6
"mars","joy",69,6
"mars","neutral",13,6
"mars","neutral",41,6
"mars","neutral",55,6
"mars","despair",13,5
"mars","despair",62,5
"mars","joy",9,5
"mars","joy",10,5
"mars","joy",11,5
"mars","joy",68,5
"mars","neutral",48,5
"mars","neutral",52,5
"mars","neutral",64,5
"mars","despair",9,4
"mars","despair",14,4
"mars","despair",59,4
"mars","despair",61,4
"mars","despair",64,4
"mars","joy",6,4
"mars","joy",71,4
"mars","neutral",18,4
"mars","neutral",19,4
"mars","neutral",49,4
"mars","neutral",53,4
"mars","neutral",54,4
"mars","neutral",67,4
"mars","despair",11,3
"mars","despair",63,3
"mars","joy",72,3
"mars","joy",74,3
"mars","joy",75,3
"mars","neutral",8,3
"mars","neutral",16,3
"mars","neutral",50,3
"mars","neutral",51,3
"mars","neutral",56,3
"mars","neutral",57,3
"mars","neutral",58,3
"mars","neutral",59,3
"mars","despair",15,2
"mars","despair",65,2
"mars","despair",66,2
"mars","despair",69,2
"mars","joy",7,2
"mars","neutral",14,2
"mars","neutral",65,2
"mars","neutral",70,2
"mars","despair",5,1
"mars","despair",12,1
"mars","despair",67,1
"mars","despair",71,1
"mars","despair",72,1
"mars","despair",77,1
"mars","joy",8,1
"mars","joy",85,1
"mars","joy",97,1
"mars","joy",99,1
"mars","neutral",17,1
"mars","neutral",60,1
"mars","neutral",61,1
"mars","neutral",66,1
"mars","neutral",69,1
"mars","neutral",72,1
"mars","neutral",99,1
"maynards","despair",35,176
"maynards","despair",30,157
"maynards","despair",31,153
"maynards","despair",33,152
"maynards","despair",32,151
"maynards","despair",45,149
"maynards","despair",34,137
"maynards","despair",27,119
"maynards","despair",29,118
"maynards","despair",37,114
"maynards","despair",26,113
"maynards","despair",36,107
"maynards","despair",38,106
"maynards","despair",40,104
"maynards","despair",28,98
"maynards","despair",46,97
"maynards","despair",41,91
"maynards","despair",43,87
"maynards","despair",39,84
"maynards","despair",42,84
"maynards","despair",44,84
"maynards","despair",50,82
"maynards","despair",24,71
"maynards","despair",25,70
"maynards","despair",23,59
"maynards","despair",47,56
"maynards","despair",48,55
"maynards","neutral",34,55
"maynards","neutral",30,53
"maynards","despair",51,52
"maynards","despair",52,52
"maynards","despair",22,51
"maynards","neutral",35,51
"maynards","neutral",32,48
"maynards","despair",49,47
"maynards","neutral",28,44
"maynards","neutral",33,44
"maynards","despair",58,39
"maynards","despair",55,38
"maynards","neutral",27,38
"maynards","neutral",29,38
"maynards","neutral",44,38
"maynards","despair",54,37
"maynards","neutral",31,37
"maynards","neutral",36,37
"maynards","neutral",39,37
"maynards","despair",53,35
"maynards","neutral",37,35
"maynards","despair",21,34
"maynards","neutral",38,34
"maynards","neutral",40,34
"maynards","neutral",42,34
"maynards","despair",57,33
"maynards","neutral",25,33
"maynards","joy",30,29
"maynards","despair",20,28
"maynards","joy",31,28
"maynards","neutral",24,28
"maynards","neutral",43,28
"maynards","neutral",45,28
"maynards","neutral",26,27
"maynards","despair",56,25
"maynards","joy",29,25
"maynards","joy",32,25
"maynards","despair",19,24
"maynards","joy",28,24
"maynards","despair",60,23
"maynards","joy",36,23
"maynards","joy",40,23
"maynards","neutral",47,23
"maynards","despair",18,22
"maynards","joy",27,22
"maynards","joy",34,22
"maynards","despair",59,21
"maynards","despair",62,21
"maynards","joy",33,21
"maynards","neutral",41,19
"maynards","neutral",46,19
"maynards","despair",17,18
"maynards","joy",24,18
"maynards","joy",38,18
"maynards","neutral",21,17
"maynards","despair",16,16
"maynards","neutral",20,16
"maynards","neutral",22,16
"maynards","joy",25,15
"maynards","joy",26,15
"maynards","joy",35,14
"maynards","joy",42,14
"maynards","neutral",48,14
"maynards","despair",13,13
"maynards","despair",61,13
"maynards","joy",45,13
"maynards","neutral",49,13
"maynards","neutral",52,13
"maynards","despair",64,12
"maynards","despair",67,12
"maynards","joy",44,12
"maynards","neutral",53,12
"maynards","neutral",54,12
"maynards","joy",21,11
"maynards","joy",37,11
"maynards","neutral",18,11
"maynards","neutral",19,11
"maynards","neutral",56,11
"maynards","despair",65,10
"maynards","joy",43,10
"maynards","joy",46,10
"maynards","neutral",55,10
"maynards","neutral",58,10
"maynards","despair",12,9
"maynards","despair",63,9
"maynards","despair",66,9
"maynards","joy",23,9
"maynards","joy",47,9
"maynards","joy",52,9
"maynards","neutral",23,9
"maynards","neutral",50,9
"maynards","neutral",57,9
"maynards","despair",14,8
"maynards","joy",39,8
"maynards","joy",49,8
"maynards","joy",53,8
"maynards","neutral",13,8
"maynards","neutral",51,8
"maynards","despair",69,7
"maynards","joy",19,7
"maynards","joy",22,7
"maynards","neutral",67,7
"maynards","despair",9,6
"maynards","despair",15,6
"maynards","joy",18,6
"maynards","joy",41,6
"maynards","joy",50,6
"maynards","joy",51,6
"maynards","neutral",17,6
"maynards","neutral",59,6
"maynards","despair",70,5
"maynards","joy",48,5
"maynards","joy",54,5
"maynards","neutral",64,5
"maynards","neutral",65,5
"maynards","despair",10,4
"maynards","despair",11,4
"maynards","despair",68,4
"maynards","despair",72,4
"maynards","joy",13,4
"maynards","neutral",14,4
"maynards","neutral",16,4
"maynards","neutral",61,4
"maynards","neutral",70,4
"maynards","despair",74,3
"maynards","joy",14,3
"maynards","joy",17,3
"maynards","joy",20,3
"maynards","joy",55,3
"maynards","neutral",8,3
"maynards","neutral",11,3
"maynards","neutral",60,3
"maynards","neutral",66,3
"maynards","neutral",71,3
"maynards","despair",6,2
"maynards","despair",71,2
"maynards","despair",75,2
"maynards","joy",12,2
"maynards","joy",15,2
"maynards","joy",57,2
"maynards","joy",58,2
"maynards","joy",63,2
"maynards","neutral",6,2
"maynards","neutral",9,2
"maynards","neutral",15,2
"maynards","neutral",62,2
"maynards","neutral",63,2
"maynards","neutral",69,2
"maynards","despair",7,1
"maynards","despair",77,1
"maynards","despair",97,1
"maynards","despair",99,1
"maynards","joy",5,1
"maynards","joy",7,1
"maynards","joy",8,1
"maynards","joy",9,1
"maynards","joy",11,1
"maynards","joy",16,1
"maynards","joy",56,1
"maynards","joy",61,1
"maynards","joy",62,1
"maynards","joy",65,1
"maynards","joy",66,1
"maynards","joy",70,1
"maynards","joy",85,1
"maynards","neutral",10,1
"maynards","neutral",12,1
"maynards","neutral",68,1
"maynards","neutral",72,1
"maynards","neutral",75,1
"maynards","neutral",99,1
"milky way","joy",30,168
"milky way","joy",32,166
"milky way","joy",31,162
"milky way","joy",35,160
"milky way","joy",34,154
"milky way","joy",33,149
"milky way","joy",45,140
"milky way","joy",27,137
"milky way","joy",29,137
"milky way","joy",38,127
"milky way","joy",26,123
"milky way","joy",36,122
"milky way","joy",40,114
"milky way","joy",37,113
"milky way","joy",28,105
"milky way","joy",39,101
"milky way","joy",44,101
"milky way","joy",46,94
"milky way","joy",43,93
"milky way","joy",25,88
"milky way","joy",42,88
"milky way","joy",24,79
"milky way","joy",41,77
"milky way","joy",50,74
"milky way","joy",47,66
"milky way","joy",48,62
"milky way","despair",35,61
"milky way","joy",23,59
"milky way","joy",52,58
"milky way","joy",22,53
"milky way","despair",33,51
"milky way","joy",49,49
"milky way","despair",30,48
"milky way","despair",32,47
"milky way","joy",21,47
"milky way","despair",31,42
"milky way","despair",34,42
"milky way","joy",51,42
"milky way","joy",54,41
"milky way","despair",28,40
"milky way","despair",45,40
"milky way","despair",37,39
"milky way","joy",58,36
"milky way","despair",40,35
"milky way","joy",55,35
"milky way","joy",53,34
"milky way","despair",42,33
"milky way","despair",29,32
"milky way","despair",41,32
"milky way","despair",36,31
"milky way","joy",20,31
"milky way","despair",27,29
"milky way","joy",19,29
"milky way","joy",57,29
"milky way","joy",18,28
"milky way","despair",46,27
"milky way","despair",38,25
"milky way","despair",24,24
"milky way","joy",17,24
"milky way","neutral",30,23
"milky way","despair",44,22
"milky way","joy",56,22
"milky way","despair",51,21
"milky way","neutral",28,21
"milky way","despair",26,20
"milky way","despair",43,20
"milky way","neutral",35,20
"milky way","joy",59,19
"milky way","despair",25,18
"milky way","joy",62,18
"milky way","neutral",34,18
"milky way","despair",39,17
"milky way","despair",50,17
"milky way","despair",53,17
"milky way","neutral",33,17
"milky way","despair",22,16
"milky way","joy",13,16
"milky way","joy",60,16
"milky way","despair",47,15
"milky way","joy",61,15
"milky way","despair",23,14
"milky way","joy",64,14
"milky way","neutral",24,14
"milky way","neutral",31,14
"milky way","neutral",36,14
"milky way","joy",67,13
"milky way","neutral",27,13
"milky way","despair",52,12
"milky way","despair",57,12
"milky way","neutral",25,12
"milky way","neutral",26,12
"milky way","neutral",29,12
"milky way","neutral",40,12
"milky way","neutral",43,12
"milky way","despair",49,11
"milky way","joy",12,11
"milky way","joy",65,11
"milky way","neutral",32,11
"milky way","neutral",39,11
"milky way","neutral",42,11
"milky way","neutral",44,11
"milky way","despair",21,10
"milky way","despair",55,10
"milky way","joy",14,10
"milky way","joy",15,10
"milky way","joy",16,10
"milky way","joy",63,10
"milky way","neutral",20,10
"milky way","neutral",45,10
"milky way","despair",48,9
"milky way","despair",54,9
"milky way","despair",58,9
"milky way","despair",16,8
"milky way","despair",56,8
"milky way","despair",60,8
"milky way","joy",9,8
"milky way","joy",11,8
"milky way","neutral",37,8
"milky way","neutral",49,8
"milky way","despair",18,7
"milky way","despair",19,7
"milky way","joy",66,7
"milky way","joy",69,7
"milky way","joy",70,7
"milky way","neutral",41,7
"milky way","neutral",47,7
"milky way","neutral",56,7
"milky way","despair",20,6
"milky way","neutral",13,6
"milky way","neutral",19,6
"milky way","neutral",38,6
"milky way","neutral",50,6
"milky way","neutral",55,6
"milky way","neutral",58,6
"milky way","despair",62,5
"milky way","neutral",21,5
"milky way","neutral",22,5
"milky way","neutral",46,5
"milky way","despair",59,4
"milky way","despair",66,4
"milky way","joy",10,4
"milky way","joy",68,4
"milky way","joy",72,4
"milky way","neutral",18,4
"milky way","neutral",23,4
"milky way","neutral",52,4
"milky way","neutral",53,4
"milky way","neutral",54,4
"milky way","neutral",59,4
"milky way","neutral",67,4
"milky way","despair",13,3
"milky way","despair",17,3
"milky way","despair",63,3
"milky way","despair",65,3
"milky way","joy",6,3
"milky way","joy",71,3
"milky way","joy",74,3
"milky way","neutral",14,3
"milky way","neutral",16,3
"milky way","neutral",48,3
"milky way","neutral",51,3
"milky way","neutral",57,3
"milky way","neutral",64,3
"milky way","neutral",70,3
"milky way","despair",14,2
"milky way","despair",61,2
"milky way","despair",67,2
"milky way","despair",69,2
"milky way","joy",7,2
"milky way","joy",8,2
"milky way","joy",75,2
"milky way","neutral",8,2
"milky way","neutral",60,2
"milky way","neutral",65,2
"milky way","neutral",66,2
"milky way","despair",6,1
"milky way","despair",9,1
"milky way","despair",10,1
"milky way","despair",68,1
"milky way","despair",71,1
"milky way","despair",75,1
"milky way","joy",5,1
"milky way","joy",77,1
"milky way","joy",85,1
"milky way","joy",97,1
"milky way","joy",99,1
"milky way","neutral",12,1
"milky way","neutral",61,1
"milky way","neutral",62,1
"milky way","neutral",71,1
"milky way","neutral",72,1
"milky way","neutral",99,1
"nerds","joy",32,182
"nerds","joy",30,176
"nerds","joy",31,168
"nerds","joy",34,162
"nerds","joy",35,160
"nerds","joy",33,159
"nerds","joy",29,134
"nerds","joy",27,129
"nerds","joy",36,125
"nerds","joy",28,124
"nerds","joy",38,119
"nerds","joy",37,118
"nerds","joy",26,115
"nerds","joy",40,113
"nerds","joy",45,113
"nerds","joy",39,96
"nerds","joy",24,82
"nerds","joy",42,82
"nerds","joy",25,81
"nerds","joy",44,80
"nerds","joy",41,79
"nerds","joy",43,72
"nerds","despair",45,64
"nerds","despair",35,62
"nerds","joy",46,61
"nerds","despair",46,56
"nerds","despair",50,54
"nerds","joy",22,54
"nerds","despair",33,48
"nerds","joy",23,48
"nerds","despair",44,45
"nerds","despair",43,44
"nerds","joy",47,44
"nerds","joy",21,42
"nerds","despair",52,41
"nerds","despair",27,40
"nerds","despair",40,39
"nerds","despair",31,38
"nerds","despair",51,38
"nerds","joy",50,38
"nerds","despair",30,37
"nerds","despair",48,37
"nerds","despair",32,36
"nerds","despair",42,36
"nerds","despair",29,35
"nerds","despair",34,35
"nerds","joy",48,35
"nerds","despair",47,34
"nerds","despair",26,33
"nerds","despair",28,33
"nerds","despair",37,33
"nerds","despair",58,33
"nerds","joy",18,33
"nerds","joy",19,33
"nerds","despair",41,32
"nerds","despair",53,32
"nerds","despair",38,31
"nerds","despair",49,31
"nerds","despair",55,31
"nerds","joy",20,30
"nerds","despair",25,29
"nerds","despair",36,29
"nerds","joy",49,29
"nerds","joy",52,28
"nerds","despair",23,27
"nerds","despair",39,27
"nerds","despair",57,27
"nerds","joy",54,26
"nerds","neutral",30,26
"nerds","despair",24,24
"nerds","joy",51,24
"nerds","despair",54,22
"nerds","despair",56,22
"nerds","despair",59,21
"nerds","joy",53,20
"nerds","joy",17,19
"nerds","neutral",35,19
"nerds","despair",22,18
"nerds","despair",60,17
"nerds","joy",13,17
"nerds","neutral",34,17
"nerds","despair",21,15
"nerds","despair",62,14
"nerds","joy",16,14
"nerds","neutral",42,14
"nerds","despair",61,13
"nerds","despair",67,13
"nerds","joy",55,13
"nerds","neutral",36,13
"nerds","neutral",45,13
"nerds","neutral",29,12
"nerds","neutral",31,12
"nerds","despair",64,11
"nerds","joy",57,11
"nerds","neutral",24,11
"nerds","despair",65,10
"nerds","despair",66,10
"nerds","joy",58,10
"nerds","neutral",27,10
"nerds","neutral",33,10
"nerds","neutral",47,10
"nerds","despair",20,9
"nerds","joy",9,9
"nerds","joy",12,9
"nerds","joy",56,9
"nerds","neutral",28,9
"nerds","neutral",37,9
"nerds","neutral",40,9
"nerds","neutral",43,9
"nerds","neutral",44,9
"nerds","neutral",46,9
"nerds","despair",63,8
"nerds","despair",69,8
"nerds","joy",11,8
"nerds","joy",14,8
"nerds","joy",62,8
"nerds","neutral",20,8
"nerds","neutral",25,8
"nerds","neutral",38,8
"nerds","neutral",49,8
"nerds","neutral",58,8
"nerds","despair",17,7
"nerds","despair",19,7
"nerds","joy",15,7
"nerds","neutral",26,7
"nerds","neutral",55,7
"nerds","joy",60,6
"nerds","neutral",32,6
"nerds","neutral",39,6
"nerds","neutral",54,6
"nerds","neutral",56,6
"nerds","neutral",57,6
"nerds","despair",14,5
"nerds","despair",68,5
"nerds","despair",70,5
"nerds","joy",10,5
"nerds","neutral",13,5
"nerds","neutral",21,5
"nerds","neutral",41,5
"nerds","neutral",50,5
"nerds","neutral",52,5
"nerds","neutral",67,5
"nerds","despair",16,4
"nerds","despair",72,4
"nerds","joy",6,4
"nerds","joy",8,4
"nerds","joy",63,4
"nerds","neutral",51,4
"nerds","neutral",59,4
"nerds","neutral",64,4
"nerds","neutral",70,4
"nerds","despair",13,3
"nerds","despair",15,3
"nerds","despair",18,3
"nerds","despair",74,3
"nerds","joy",61,3
"nerds","joy",65,3
"nerds","neutral",16,3
"nerds","neutral",18,3
"nerds","neutral",53,3
"nerds","neutral",60,3
"nerds","neutral",65,3
"nerds","neutral",71,3
"nerds","despair",12,2
"nerds","despair",71,2
"nerds","despair",75,2
"nerds","joy",59,2
"nerds","joy",64,2
"nerds","neutral",14,2
"nerds","neutral",19,2
"nerds","neutral",22,2
"nerds","neutral",23,2
"nerds","neutral",48,2
"nerds","neutral",61,2
"nerds","neutral",62,2
"nerds","neutral",66,2
"nerds","despair",7,1
"nerds","despair",77,1
"nerds","despair",85,1
"nerds","joy",5,1
"nerds","joy",7,1
"nerds","joy",66,1
"nerds","joy",67,1
"nerds","joy",69,1
"nerds","joy",70,1
"nerds","joy",97,1
"nerds","joy",99,1
"nerds","neutral",12,1
"nerds","neutral",17,1
"nerds","neutral",63,1
"nerds","neutral",72,1
"nerds","neutral",75,1
"nerds","neutral",99,1
"nestle crunch","joy",30,169
"nestle crunch","joy",32,169
"nestle crunch","joy",35,169
"nestle crunch","joy",33,167
"nestle crunch","joy",34,167
"nestle crunch","joy",31,150
"nestle crunch","joy",29,137
"nestle crunch","joy",45,136
"nestle crunch","joy",27,135
"nestle crunch","joy",36,128
"nestle crunch","joy",38,125
"nestle crunch","joy",26,123
"nestle crunch","joy",40,123
"nestle crunch","joy",28,121
"nestle crunch","joy",37,117
"nestle crunch","joy",46,101
"nestle crunch","joy",43,99
"nestle crunch","joy",42,98
"nestle crunch","joy",44,97
"nestle crunch","joy",39,96
"nestle crunch","joy",41,92
"nestle crunch","joy",25,85
"nestle crunch","joy",24,80
"nestle crunch","joy",50,75
"nestle crunch","joy",47,67
"nestle crunch","despair",31,59
"nestle crunch","joy",22,59
"nestle crunch","joy",23,59
"nestle crunch","joy",52,58
"nestle crunch","joy",48,56
"nestle crunch","joy",49,53
"nestle crunch","despair",35,49
"nestle crunch","despair",30,48
"nestle crunch","joy",21,47
"nestle crunch","joy",51,45
"nestle crunch","joy",54,45
"nestle crunch","despair",32,44
"nestle crunch","despair",45,44
"nestle crunch","joy",53,44
"nestle crunch","joy",58,38
"nestle crunch","despair",27,35
"nestle crunch","despair",33,35
"nestle crunch","joy",55,34
"nestle crunch","joy",19,33
"nestle crunch","despair",37,32
"nestle crunch","joy",57,31
"nestle crunch","despair",28,30
"nestle crunch","despair",29,30
"nestle crunch","joy",18,30
"nestle crunch","joy",20,29
"nestle crunch","despair",34,27
"nestle crunch","despair",40,27
"nestle crunch","despair",36,25
"nestle crunch","despair",38,24
"nestle crunch","joy",56,24
"nestle crunch","despair",24,23
"nestle crunch","despair",26,23
"nestle crunch","despair",42,23
"nestle crunch","neutral",35,23
"nestle crunch","neutral",30,22
"nestle crunch","despair",25,21
"nestle crunch","despair",39,20
"nestle crunch","despair",44,20
"nestle crunch","joy",17,20
"nestle crunch","neutral",34,20
"nestle crunch","joy",59,19
"nestle crunch","joy",60,19
"nestle crunch","joy",62,19
"nestle crunch","despair",41,18
"nestle crunch","despair",46,18
"nestle crunch","despair",50,18
"nestle crunch","despair",23,17
"nestle crunch","despair",43,17
"nestle crunch","despair",48,17
"nestle crunch","despair",51,17
"nestle crunch","neutral",44,17
"nestle crunch","joy",65,15
"nestle crunch","neutral",28,15
"nestle crunch","neutral",33,15
"nestle crunch","joy",13,14
"nestle crunch","joy",67,14
"nestle crunch","neutral",24,14
"nestle crunch","neutral",29,14
"nestle crunch","neutral",36,14
"nestle crunch","despair",22,13
"nestle crunch","despair",47,13
"nestle crunch","despair",52,13
"nestle crunch","joy",61,13
"nestle crunch","neutral",39,13
"nestle crunch","despair",55,12
"nestle crunch","joy",64,12
"nestle crunch","neutral",25,12
"nestle crunch","joy",16,11
"nestle crunch","neutral",32,11
"nestle crunch","neutral",37,11
"nestle crunch","neutral",40,11
"nestle crunch","neutral",42,11
"nestle crunch","joy",63,10
"nestle crunch","neutral",20,10
"nestle crunch","neutral",45,10
"nestle crunch","despair",57,9
"nestle crunch","despair",58,9
"nestle crunch","joy",12,9
"nestle crunch","joy",14,9
"nestle crunch","joy",15,9
"nestle crunch","joy",66,9
"nestle crunch","neutral",26,9
"nestle crunch","neutral",27,9
"nestle crunch","neutral",31,9
"nestle crunch","neutral",38,9
"nestle crunch","neutral",43,9
"nestle crunch","despair",20,8
"nestle crunch","despair",49,8
"nestle crunch","despair",53,8
"nestle crunch","neutral",21,8
"nestle crunch","neutral",47,8
"nestle crunch","despair",21,7
"nestle crunch","despair",56,7
"nestle crunch","neutral",13,7
"nestle crunch","neutral",46,7
"nestle crunch","neutral",49,7
"nestle crunch","despair",16,6
"nestle crunch","joy",70,6
"nestle crunch","neutral",41,6
"nestle crunch","neutral",56,6
"nestle crunch","despair",17,5
"nestle crunch","despair",19,5
"nestle crunch","despair",54,5
"nestle crunch","despair",59,5
"nestle crunch","despair",62,5
"nestle crunch","despair",69,5
"nestle crunch","joy",9,5
"nestle crunch","joy",11,5
"nestle crunch","joy",68,5
"nestle crunch","neutral",18,5
"nestle crunch","neutral",55,5
"nestle crunch","despair",13,4
"nestle crunch","despair",14,4
"nestle crunch","despair",18,4
"nestle crunch","despair",60,4
"nestle crunch","despair",61,4
"nestle crunch","joy",6,4
"nestle crunch","joy",10,4
"nestle crunch","neutral",16,4
"nestle crunch","neutral",19,4
"nestle crunch","neutral",50,4
"nestle crunch","neutral",51,4
"nestle crunch","neutral",54,4
"nestle crunch","neutral",57,4
"nestle crunch","neutral",58,4
"nestle crunch","neutral",67,4
"nestle crunch","despair",9,3
"nestle crunch","despair",63,3
"nestle crunch","despair",66,3
"nestle crunch","despair",70,3
"nestle crunch","joy",8,3
"nestle crunch","joy",69,3
"nestle crunch","joy",71,3
"nestle crunch","joy",72,3
"nestle crunch","joy",74,3
"nestle crunch","joy",75,3
"nestle crunch","neutral",52,3
"nestle crunch","neutral",53,3
"nestle crunch","neutral",59,3
"nestle crunch","neutral",60,3
"nestle crunch","neutral",64,3
"nestle crunch","despair",12,2
"nestle crunch","despair",64,2
"nestle crunch","joy",7,2
"nestle crunch","neutral",11,2
"nestle crunch","neutral",14,2
"nestle crunch","neutral",17,2
"nestle crunch","neutral",22,2
"nestle crunch","neutral",71,2
"nestle crunch","despair",10,1
"nestle crunch","despair",11,1
"nestle crunch","despair",15,1
"nestle crunch","despair",65,1
"nestle crunch","despair",67,1
"nestle crunch","despair",72,1
"nestle crunch","joy",5,1
"nestle crunch","joy",77,1
"nestle crunch","joy",85,1
"nestle crunch","joy",97,1
"nestle crunch","joy",99,1
"nestle crunch","neutral",8,1
"nestle crunch","neutral",9,1
"nestle crunch","neutral",12,1
"nestle crunch","neutral",23,1
"nestle crunch","neutral",48,1
"nestle crunch","neutral",61,1
"nestle crunch","neutral",66,1
"nestle crunch","neutral",69,1
"nestle crunch","neutral",70,1
"nestle crunch","neutral",72,1
"nestle crunch","neutral",99,1
"reese’s peanut butter cups","joy",35,215
"reese’s peanut butter cups","joy",30,207
"reese’s peanut butter cups","joy",32,198
"reese’s peanut butter cups","joy",31,196
"reese’s peanut butter cups","joy",33,196
"reese’s peanut butter cups","joy",34,194
"reese’s peanut butter cups","joy",45,172
"reese’s peanut butter cups","joy",29,168
"reese’s peanut butter cups","joy",27,151
"reese’s peanut butter cups","joy",36,146
"reese’s peanut butter cups","joy",28,145
"reese’s peanut butter cups","joy",40,144
"reese’s peanut butter cups","joy",26,143
"reese’s peanut butter cups","joy",38,143
"reese’s peanut butter cups","joy",37,142
"reese’s peanut butter cups","joy",44,118
"reese’s peanut butter cups","joy",39,117
"reese’s peanut butter cups","joy",42,112
"reese’s peanut butter cups","joy",43,112
"reese’s peanut butter cups","joy",46,106
"reese’s peanut butter cups","joy",25,102
"reese’s peanut butter cups","joy",41,101
"reese’s peanut butter cups","joy",24,97
"reese’s peanut butter cups","joy",50,77
"reese’s peanut butter cups","joy",47,76
"reese’s peanut butter cups","joy",48,68
"reese’s peanut butter cups","joy",23,67
"reese’s peanut butter cups","joy",22,60
"reese’s peanut butter cups","joy",49,59
"reese’s peanut butter cups","joy",52,59
"reese’s peanut butter cups","joy",51,52
"reese’s peanut butter cups","joy",21,50
"reese’s peanut butter cups","joy",53,46
"reese’s peanut butter cups","joy",54,46
"reese’s peanut butter cups","joy",58,45
"reese’s peanut butter cups","joy",55,44
"reese’s peanut butter cups","joy",57,38
"reese’s peanut butter cups","joy",19,34
"reese’s peanut butter cups","joy",20,33
"reese’s peanut butter cups","joy",56,31
"reese’s peanut butter cups","joy",18,30
"reese’s peanut butter cups","despair",32,23
"reese’s peanut butter cups","joy",17,23
"reese’s peanut butter cups","joy",60,23
"reese’s peanut butter cups","despair",27,22
"reese’s peanut butter cups","joy",62,22
"reese’s peanut butter cups","joy",13,19
"reese’s peanut butter cups","joy",59,19
"reese’s peanut butter cups","despair",30,18
"reese’s peanut butter cups","despair",50,18
"reese’s peanut butter cups","despair",31,17
"reese’s peanut butter cups","despair",33,15
"reese’s peanut butter cups","despair",46,15
"reese’s peanut butter cups","joy",67,15
